URL,PR,PAGE AUTH,DOMAIN AUTH,MOZRANK,EXT LINKS,Category
petmd.com,5,74.22,68.89,6.17,24405,Eric-Health
pharmastrategyblog.com,5,51.72,44.51,5.5,4949,Eric-Health
pharmexec.com,5,67.04,60.24,6.33,49769,Eric-Health
phillytrib.com,5,64.73,61.41,4.99,1098,Eric-Health
portland.va.gov,5,61.88,96.07,4.81,1125,Eric-Health
poststar.com,5,66.12,63.77,4.62,227,Eric-Health
powershow.com,5,52.87,44.13,4.77,614,Eric-Health
precisionnutrition.com,5,67.48,61.13,6.55,4939,Eric-Health
pregnancy.about.com,5,74.46,90.84,5.63,2257,Eric-Health
pregnancy.familyeducation.com,5,48.34,82.6,5.43,4,Eric-Health
pregnancy.org,5,63.64,56.22,5.72,2403,Eric-Health
prepme.com,5,54.34,45.18,5.65,704,Eric-Health
preventdisease.com,5,63.43,56.26,6.02,16541,Eric-Health
products.mercola.com,5,67.86,84.51,5.79,1822,Eric-Health
prostatecancerinfolink.net,5,49.02,39.81,5.31,541,Eric-Health
questmagazine.wordpress.com,5,45.66,100,4.74,709,Eric-Health
rabies.org.in,5,34.65,22.17,4.71,114,Eric-Health
radiology.ucsf.edu,5,59.23,87.78,5.51,415,Eric-Health
radiopaedia.org,5,53.45,45.2,5.42,3867,Eric-Health
redcross.ie,5,58.99,52.58,5.43,2085,Eric-Health
regator.com,5,58.18,50.15,5.69,6195,Eric-Health
renalfellow.blogspot.com,5,54.51,92.85,4.87,5361,Eric-Health
rioseo.com,5,52.64,43.08,5.84,2857,Eric-Health
robots.thoughtbot.com,5,66.3,67.64,5.58,1759,Eric-Health
rockford.edu,5,61.94,54.13,5.6,3193,Eric-Health
roosevelthospitalnyc.org,5,56.31,47.89,6.41,8240,Eric-Health
saharareporters.com,5,66.43,60.6,5.89,29923,Eric-Health
sbwire.com,5,85.72,88.35,6.16,4164,Eric-Health
sciencewa.net.au,5,58.33,50.14,5.27,804,Eric-Health
scitechnol.com,5,44.14,35.44,5.23,238,Eric-Health
secret.com,5,62.33,54.8,5.86,6809,Eric-Health
shadygrovefertility.com,5,55.79,46.88,5.83,12252,Eric-Health
shawneemission.org,5,54.26,45.26,5.87,3916,Eric-Health
shaws.com,5,67.24,60.42,5.65,2315,Eric-Health
shc.ua.edu,5,46.96,81.13,5.03,56,Eric-Health
sheep101.info,5,58.56,50.28,5.56,723,Eric-Health
shotofprevention.com,5,52.16,43.04,5.23,6835,Eric-Health
shutterbug.com,5,68.92,62.44,6.73,47410,Eric-Health
siouxcityjournal.com,5,71.02,69.28,4.99,898,Eric-Health
site-press.com,5,32.38,29.47,4.21,3,Eric-Health
sjhsyr.org,5,56.6,47.86,5.64,754,Eric-Health
slideserve.com,5,54.93,45.83,5.08,861,Eric-Health
sonlight.com,5,64.94,57.71,5.41,4853,Eric-Health
spectrumhealth.org,5,65.57,58.55,6.48,20738,Eric-Health
spine-health.com,5,75.46,70.42,6.74,10999,Eric-Health
spirochetesunwound.blogspot.com,5,44.51,92.85,4.59,2398,Eric-Health
sportsbet.com.au,5,58.14,49.91,5.97,3858,Eric-Health
springfieldnewssun.com,5,70.59,64.42,5.33,1520,Eric-Health
spyfu.com,5,70.16,63.93,5.88,7032,Eric-Health
stdavids.com,5,56.51,50.88,6.31,10675,Eric-Health
std-clinics.findthebest.com,5,48.99,66.49,4.5,2916,Eric-Health
steadyhealth.com,5,57.42,49.02,5.08,393,Eric-Health
stmichaelshospital.com,5,70.88,64.81,5.91,5396,Eric-Health
stopcancerfund.org,5,48.48,38.4,6.51,1308,Eric-Health
streetinsider.com,5,74.12,72.54,5.55,4468,Eric-Health
support.roku.com,5,51.01,81.12,5.65,25,Eric-Health
support.tivo.com,5,59.54,79.01,5.64,571,Eric-Health
support.wondershare.com,5,56.38,76.67,5.71,1774,Eric-Health
swansonvitamins.com,5,67.07,60.23,5.96,17357,Eric-Health
swedish.org,5,72.82,67.26,6.59,7768,Eric-Health
sys-con.com,5,84.3,82.85,6.16,21125,Eric-Health
takingnote.tcf.org,5,56.02,65.23,5.41,9190,Eric-Health
terminix.com,5,67.96,61.29,6.33,12095,Eric-Health
theglobaldispatch.com,5,53.56,44.93,5.48,1070,Eric-Health
thehostingnews.com,5,60.27,52.45,6,28173,Eric-Health
theincometaxschool.com,5,43.9,33.91,4.98,126,Eric-Health
themovieblog.com,5,63,57.81,5.62,21412,Eric-Health
theness.com,5,41.8,60.42,3.5,25,Eric-Health
thennt.com,5,55.78,46.9,5.53,9708,Eric-Health
theprincessmargaret.ca,5,54.43,45.94,6.34,2535,Eric-Health
thetowntalk.com,5,74.42,68.98,5.49,7995,Eric-Health
thousandtrails.com,5,61.06,53.09,5.56,1659,Eric-Health
ths.gardenweb.com,5,64.16,77.85,5.15,96,Eric-Health
thyroid.answers.com,5,42.77,90.67,4.88,365,Eric-Health
topnews.us,5,65.13,59.56,5.88,75257,Eric-Health
treato.com,5,49.33,41.66,5.74,512,Eric-Health
treosolutions.com,5,41.69,30.03,4.91,189,Eric-Health
tribstar.com,5,70.19,64.12,5.64,2074,Eric-Health
trolleytours.com,5,68.65,63.6,6.51,1040,Eric-Health
tudiabetes.org,5,64.04,56.71,5.83,20178,Eric-Health
tupalo.co,5,31.64,36.92,3.71,15,Eric-Health
tv.naturalnews.com,5,72.71,88.26,5.71,2828,Eric-Health
twtrland.com,5,57.65,49.83,5.22,4106,Eric-Health
uchealth.com,5,56.89,52.88,6.15,14706,Eric-Health
umhsheadlines.org,5,43.14,32.98,4.9,83,Eric-Health
urotoday.com,5,60.91,52.95,5.85,4267,Eric-Health
utmbhealth.com,5,52.54,44.76,5.82,4176,Eric-Health
valleyhealth.com,5,61.43,53.58,5.78,1981,Eric-Health
video.healio.com,5,49.17,76.03,5.01,2008,Eric-Health
virginiahospitalcenter.com,5,58.35,49.9,5.56,1634,Eric-Health
vitamindcouncil.org,5,71.58,65.77,6.49,14046,Eric-Health
voxxi.com,5,69.91,64.81,5.8,6273,Eric-Health
vuzix.com,5,67.38,62.2,5.36,3580,Eric-Health
waff.com,5,70.9,64.8,5.49,2424,Eric-Health
wakemed.org,5,65.85,58.79,5.69,11077,Eric-Health
weblaws.org,5,39.72,32.58,5.23,1606,Eric-Health
weightloss.answers.com,5,49.76,90.67,5.05,1205,Eric-Health
wellness.com,5,71.49,65.53,5.77,4272,Eric-Health
whatclinic.com,5,65.15,57.95,6.37,7058,Eric-Health
whattoexpect.com,5,77.61,75.07,6.2,12931,Eric-Health
whitman-walker.org,5,58.56,50.16,5.57,5726,Eric-Health
whnt.com,5,71.01,65.35,5.62,981,Eric-Health
who.pho.to,5,52.46,72.75,6.08,33,Eric-Health
wholehealthsource.blogspot.com,5,70.16,92.85,5.55,20434,Eric-Health
wirefly.com,5,68.86,62.37,6.07,6508,Eric-Health
wisegeek.org,5,68.79,63.67,5.32,170,Eric-Health
wlwt.com,5,73.56,68.03,5.57,10171,Eric-Health
woman.thenest.com,5,56.66,65.4,6.03,20735,Eric-Health
workerscompensation.com,5,68.86,62.37,5.98,2387,Eric-Health
www-plb.ucdavis.edu,5,54.28,85.65,4.33,43,Eric-Health
yc.edu,5,67,60.21,5.82,4301,Eric-Health
youbeauty.com,5,65.24,58.07,6.04,7375,Eric-Health
yourlawyer.com,5,60.75,52.85,5.71,12157,Eric-Health
zrtlab.com,5,56.34,47.58,5.7,2379,Eric-Health
3essentials.com,4,52.51,43.75,5.4,2220,Eric-Health
40daysforlife.com,4,60.02,60.73,5.38,2934,Eric-Health
ablechild.org,4,52.18,46.63,5.44,843,Eric-Health
advancedfertility.com,4,53.75,45.21,6.15,387,Eric-Health
afullcup.com,4,53.51,44.88,5.23,3823,Eric-Health
agapesenior.com,4,43.27,33.19,5.54,4622,Eric-Health
alive.com,4,61.28,53.4,5.8,3161,Eric-Health
analytical360.com,4,44.97,34.04,4.92,2974,Eric-Health
androidblip.com,4,48.73,38.63,5.84,2302,Eric-Health
anhosting.com,4,56.35,47.7,5.84,1902,Eric-Health
antimisandry.com,4,45.43,37.98,4.63,1627,Eric-Health
arcfertility.com,4,46.44,35.87,5.43,233,Eric-Health
archive.is,4,69.93,63.75,5.27,5419,Eric-Health
arizonavictimsofvalleyfever.org,4,30.87,22.08,4.18,36,Eric-Health
asiainspection.com,4,49.49,40.36,5.56,1062,Eric-Health
asklaila.com,4,58.28,49.85,5.09,4388,Eric-Health
athenshealth.org,4,50.72,40.8,5.78,858,Eric-Health
atriushealth.org,4,47.97,37.59,5.54,2623,Eric-Health
attainfertility.com,4,50.67,45.42,6.67,4373,Eric-Health
babyandbump.momtastic.com,4,60.87,70.43,5.53,514,Eric-Health
babyfit.sparkpeople.com,4,63.09,80.61,5.85,4894,Eric-Health
babyhopes.com,4,51.34,42.17,5.68,144,Eric-Health
babymed.com,4,49.09,40.17,5.6,314,Eric-Health
babyplus.com,4,45.33,34.65,5.15,301,Eric-Health
barnstablecountyhealth.org,4,44.42,34.33,5.1,116,Eric-Health
baseballssteroidera.com,4,47.52,37.11,4.44,3783,Eric-Health
bendmemorialclinic.com,4,44.61,34.71,5.72,2335,Eric-Health
betsymccaughey.com,4,46.26,42.88,5,218,Eric-Health
beyondtheshock.com,4,52.64,45.04,5.33,1022,Eric-Health
bioethicsinternational.org,4,33.75,31.96,4.48,37,Eric-Health
biology-animations.blogspot.com,4,36.84,92.85,3.88,28,Eric-Health
biotestplasma.com,4,32.62,20.68,3.63,29,Eric-Health
bivda.co.uk,4,46.23,35.49,5.37,506,Eric-Health
bjcardio.co.uk,4,42.94,37.68,5.37,180,Eric-Health
blog.jaguarpc.com,4,52.34,72.21,6.16,407,Eric-Health
blog.onemedical.com,4,27.18,46.65,0,0,Eric-Health
blog.results.org.uk,4,48.11,45.49,5.41,2045,Eric-Health
blog.secularprolife.org,4,47.08,41.68,4.72,8596,Eric-Health
blogs.altru.org,4,37.58,47.88,4.68,0,Eric-Health
bloodindex.org,4,36.56,26.51,5.71,1493,Eric-Health
bluepearlvet.com,4,54.27,50.14,6.27,1596,Eric-Health
bluezoocreative.com,4,48.6,38.77,5.74,3717,Eric-Health
boards.weddingbee.com,4,59.55,68.75,5.35,745,Eric-Health
bodyecology.com,4,63.86,58.32,6.23,2374,Eric-Health
breastcancer.lifetips.com,4,37.28,54.7,4.14,2,Eric-Health
briefingwire.com,4,66.36,66.41,6.47,264,Eric-Health
browardhealth.org,4,62.22,54.49,5.49,4296,Eric-Health
builddirect.com,4,63.88,56.66,5.82,1616,Eric-Health
calorielab.com,4,58.68,54.96,4.19,185,Eric-Health
camotuxedorental.com,4,1,1,0,0,Eric-Health
campsloane.org,4,34.1,27.27,4.77,67,Eric-Health
camp-sloane.org,4,47.11,37.2,4.79,134,Eric-Health
canceractive.com,4,59.76,51.58,5.62,2473,Eric-Health
cancerforums.net,4,47.85,37.81,5.28,480,Eric-Health
cantonmercy.org,4,49.88,39.82,5.21,2494,Eric-Health
carrollhospitalcenter.org,4,48.8,40.14,5.75,504,Eric-Health
carsontahoe.com,4,49.15,39.01,4.79,790,Eric-Health
catinfo.org,4,61.24,53.71,5.73,1866,Eric-Health
ccmh.net,4,45.19,34.25,4.98,236,Eric-Health
celiaccentral.wordpress.com,4,51.14,100,4.94,1940,Eric-Health
centegra.org,4,51.77,47.34,6.26,1306,Eric-Health
centrum.com,4,55.86,46.96,5.72,3246,Eric-Health
certifiedhosting.com,4,58.52,50.3,6.41,5379,Eric-Health
channel4embarrassingillnesses.com,4,55.63,46.72,5.02,980,Eric-Health
chl.co.nz,4,38.25,26.05,4.93,155,Eric-Health
classicindustries.com,4,54.81,45.72,5.8,2725,Eric-Health
click4biology.info,4,40.01,29.98,4.83,311,Eric-Health
community.smartandfinal.com,4,49.08,52.2,5.37,38,Eric-Health
communitymedical.org,4,60.73,52.72,7.14,1644,Eric-Health
completelyyou.com,4,55.08,48.66,5.28,5805,Eric-Health
consultant360.com,4,44.19,35.64,5.4,8575,Eric-Health
cooley-dickinson.org,4,50.77,43.69,5.27,427,Eric-Health
couponcraze.com,4,54.49,45.69,5.54,4544,Eric-Health
craftsy.com,4,72.53,67.06,5.74,11729,Eric-Health
crittenton.com,4,51.23,41.77,5.91,1807,Eric-Health
cths.umhb.edu,4,45.34,57.36,4.99,45,Eric-Health
curezone.com,4,66.05,60.65,5.24,2305,Eric-Health
curezone.org,4,45.53,37.44,4.71,3454,Eric-Health
dadamo.com,4,63.32,55.91,5.9,6733,Eric-Health
daviscountyutah.gov,4,52.02,47.81,4.69,410,Eric-Health
de.appszoom.com,4,45.41,65.67,3.72,56,Eric-Health
dealdash.com,4,55.09,47.78,5.21,556,Eric-Health
dekalbhealth.net,4,50.66,41.38,5.98,671,Eric-Health
demandgenreport.com,4,58.82,50.94,5.51,2022,Eric-Health
dentalplans.com,4,69.77,63.51,6.12,2674,Eric-Health
designcrowd.com,4,66.94,60.13,5.86,62418,Eric-Health
diabetes.co.uk,4,61.8,54.02,5.82,1196,Eric-Health
diet.com,4,60.95,53.2,5.77,3224,Eric-Health
diyhealth.com,4,50.31,44.57,5.26,22840,Eric-Health
dnacenter.com,4,63.57,56.47,6.81,3870,Eric-Health
doctorshangout.com,4,43.09,37.72,4.81,473,Eric-Health
dontpayfull.com,4,55.17,47.55,5.59,1213,Eric-Health
drjengunter.wordpress.com,4,55.54,100,4.72,1295,Eric-Health
drjohnlapuma.com,4,52.37,45.27,5.63,5248,Eric-Health
drmalpani.com,4,51.66,42.27,5.57,705,Eric-Health
easycareinc.com,4,57.59,49,5.77,3277,Eric-Health
edward.org,4,57.32,48.95,5.66,1160,Eric-Health
ehealthforum.com,4,56.16,48.05,5.43,1427,Eric-Health
ei-resource.org,4,54.66,45.5,5.39,3611,Eric-Health
elitefitness.com,4,56.04,47.59,5.37,9778,Eric-Health
ellismedicine.org,4,51.27,41.69,5.43,1222,Eric-Health
emrandhipaa.com,4,61.66,54.02,5.66,19912,Eric-Health
es.appszoom.com,4,43.4,65.67,3.41,17,Eric-Health
evenbetternow.com,4,42.04,31.39,5.74,61,Eric-Health
everettclinic.com,4,53.51,44.28,5.48,1340,Eric-Health
everydayfamily.com,4,56.31,47.68,5.71,552,Eric-Health
everythingbiomass.org,4,42.06,30.88,4.64,101,Eric-Health
experienceproject.com,4,77.89,73.35,5.56,8957,Eric-Health
fairhavenhealth.com,4,54.57,45.51,7.58,6364,Eric-Health
familycarenetwork.com,4,37.39,27.45,5.66,53,Eric-Health
feministhealth.org,4,42.41,31,4.66,142,Eric-Health
fertilityassociates.co.nz,4,44.62,33.74,5.24,606,Eric-Health
fertilityauthority.com,4,59.14,50.83,5.59,2999,Eric-Health
festoolusa.com,4,59.83,51.78,5.87,6492,Eric-Health
fhcp.com,4,50.49,40.64,5.29,369,Eric-Health
fitnessrepublic.com,4,49.63,40.08,5.42,421,Eric-Health
foodland.com,4,53.76,44.59,5.32,694,Eric-Health
foodsmatter.com,4,57.15,48.61,5.71,3741,Eric-Health
forensisgroup.com,4,43.29,31.98,5.45,956,Eric-Health
forums.davita.com,4,44.19,68.51,5.76,24,Eric-Health
forums.thebump.com,4,33.07,79.25,2.42,1,Eric-Health
fostercaretx.com,4,35.36,24.36,5.4,32,Eric-Health
fr.appszoom.com,4,39.41,65.67,3.5,6,Eric-Health
franciscanalliance.org,4,64.07,57.82,5.98,6505,Eric-Health
givebloodet.org,4,38.13,33.85,6,5963,Eric-Health
globalhealingcenter.com,4,70.92,65.31,6.1,3284,Eric-Health
glutenfreefoodies.co,4,46.82,36.28,5.81,38999,Eric-Health
glutenfreehelp.info,4,48.33,43.23,5.86,1087,Eric-Health
gmatpill.com,4,42.84,33.6,5.54,662,Eric-Health
gmfa.org.uk,4,54.34,45.1,5.59,2429,Eric-Health
gnrhealth.com,4,43.07,31.89,5.06,596,Eric-Health
gre.magoosh.com,4,50.05,47.54,5.79,148,Eric-Health
greencoffeeultra.com,4,42.16,33.33,4.15,41,Eric-Health
greenmedinfo.com,4,70.17,64.13,5.76,33110,Eric-Health
greensmoke.com,4,73.01,67.35,6.05,1275,Eric-Health
gruts.com,4,47.13,40.01,4.61,1091,Eric-Health
gymboss.com,4,58.74,50.6,5.4,2183,Eric-Health
hailmerry.com,4,55.86,47.35,5.09,1011,Eric-Health
havingbabies.com,4,49.82,40.33,5.88,2843,Eric-Health
health.costhelper.com,4,51.96,53.19,5.7,43,Eric-Health
healthbistro.lifescript.com,4,53.94,65.07,5.21,694,Eric-Health
healthcheckusa.com,4,49.67,39.89,7.43,451,Eric-Health
healthheritageresearch.com,4,30.64,28.44,3.59,18,Eric-Health
healthhype.com,4,46.86,36.55,5.99,184,Eric-Health
healthiertalk.com,4,51.13,41.65,5.34,3719,Eric-Health
healthism.com,4,41.16,32.05,5.39,867,Eric-Health
healthonelabs.com,4,43.13,33.44,5.38,1090,Eric-Health
healthsource.baylorhealth.com,4,49.33,59.35,5.2,674,Eric-Health
hemopet.org,4,52.41,43.22,5.27,945,Eric-Health
hepatitiscnewdrugresearch.com,4,26.24,20.55,3.8,112,Eric-Health
her2support.org,4,45.78,39.12,5.46,667,Eric-Health
herbchamberstoyotaofauburn.com,4,24.18,21.01,3.43,64,Eric-Health
herbs2000.com,4,52.69,43.55,6.76,936,Eric-Health
hhsi.us,4,38.95,31.11,5.03,173,Eric-Health
hiv.dhh.louisiana.gov,4,40.15,90.82,4.2,10,Eric-Health
homehealthtesting.com,4,49.12,38.95,5.33,378,Eric-Health
home-remedies-for-you.com,4,59.76,51.61,5.38,1468,Eric-Health
hometestingblog.testcountry.com,4,43.27,43.65,4.09,19,Eric-Health
hometownhealth.com,4,46.14,35.96,5.17,1262,Eric-Health
hostexcellence.com,4,65.59,59.95,6.14,6044,Eric-Health
hotukdeals.com,4,66.17,59.16,5.86,8149,Eric-Health
hvparent.com,4,44.57,34,5.61,2055,Eric-Health
hypothyroidmom.com,4,40.81,32.41,4.87,279,Eric-Health
iaffpe.org,4,43.28,32.02,4.74,368,Eric-Health
ibstreatmentcenter.com,4,43.38,39.41,4.41,87,Eric-Health
improvephotography.com,4,54.49,45.5,5.19,3287,Eric-Health
inagist.com,4,60.03,58.32,5.38,389,Eric-Health
indianablood.org,4,54.72,45.91,6.04,509,Eric-Health
indiaparenting.com,4,55.29,46.94,4.96,695,Eric-Health
infranetlab.org,4,45.38,40.58,4.89,69,Eric-Health
interactmd.com,4,32.8,36.38,4.13,1144,Eric-Health
ivf.ca,4,36.89,32.87,5.15,43,Eric-Health
ivfnj.com,4,44.84,34.46,5.61,2648,Eric-Health
jamhi.org,4,37.35,26.44,4.3,76,Eric-Health
jumpfly.com,4,44.79,34.26,4.91,470,Eric-Health
justmommies.com,4,63.43,56.28,5.61,2019,Eric-Health
kellythekitchenkop.com,4,58.93,51.15,5.34,8763,Eric-Health
kelsey-seybold.com,4,49.74,40.14,5.34,318,Eric-Health
kennedycancer.org,4,36.34,24.69,5.55,1904,Eric-Health
kidneycancersupportnetwork.co.uk,4,36.32,24.34,4.36,202,Eric-Health
kidneysteps.com,4,29.86,22.3,4.41,12,Eric-Health
knowcancer.com,4,53.86,46.37,5.21,1508,Eric-Health
knowerror.com,4,39.13,27.93,5.66,74,Eric-Health
laboratory.uchealth.com,4,36.91,52.88,3.48,1,Eric-Health
labresultsforlife.org,4,24.75,26.25,3.35,9,Eric-Health
labsoftnews.typepad.com,4,55.34,93.62,4.82,2182,Eric-Health
lifeforcehorse.com,4,41.61,30.42,5.34,5162,Eric-Health
lightparty.com,4,56.22,47.59,5.15,640,Eric-Health
litter-robot.com,4,51.05,41.66,5.16,1859,Eric-Health
littlebigcat.com,4,52.9,43.39,5.7,2040,Eric-Health
liverdoctor.com,4,46.16,36.77,5.68,258,Eric-Health
lmhealth.org,4,45.14,34.29,5.17,647,Eric-Health
lovekidneys.com,4,34.57,22.1,4.56,44,Eric-Health
lovelace.com,4,57.04,48.63,5.95,6829,Eric-Health
lumenapharma.com,4,39.21,29.92,5.57,104,Eric-Health
lymedisease.org,4,52.07,53.12,5.16,539,Eric-Health
managinghealthcarecosts.blogspot.com,4,43.52,92.85,4.76,584,Eric-Health
manhattancats.com,4,45.3,34.69,5.94,181,Eric-Health
marinocenter.org,4,39.47,28.94,5.4,208,Eric-Health
massleague.org,4,52.18,42.58,5.8,356,Eric-Health
meaningfulbeauty.com,4,52.08,43,5.72,734,Eric-Health
medialabinc.net,4,40.33,34.63,5.29,277,Eric-Health
medical-diagonosis.wonderhowto.com,4,41.21,76.59,4.28,0,Eric-Health
medicaleducationfutures.org,4,40.7,29.57,4.96,65,Eric-Health
medicalhealthtests.com,4,41.53,30.81,5.68,114,Eric-Health
mediware.com,4,52.63,43.19,6.47,1280,Eric-Health
medreviewed.com,4,13.92,22.96,3.16,1,Eric-Health
medtecheurope.blogactiv.eu,4,33.96,57.67,5.28,0,Eric-Health
mens-hormonal-health.com,4,40.53,28.88,5.57,62,Eric-Health
meriter.com,4,59.71,51.52,5.35,857,Eric-Health
methodisthealthsystem.org,4,57.91,49.41,5.33,3458,Eric-Health
mmgastro.com,4,25.95,18.82,4.52,15,Eric-Health
mommypotamus.com,4,53.43,44.43,5.52,3240,Eric-Health
monavie.com,4,64.69,57.66,5.55,3956,Eric-Health
montana.providence.org,4,57.45,71.31,5.36,368,Eric-Health
morningstarbirth.com,4,37.88,30.1,4.75,69,Eric-Health
mpcourier.com,4,53.63,44.43,5.74,34396,Eric-Health
myaffordablelabs.com,4,23.08,12.94,5.5,0,Eric-Health
mycoupons.com,4,61.6,53.98,5.34,1337,Eric-Health
myelomabeacon.com,4,50.92,41.06,4.98,1025,Eric-Health
mysteinbach.ca,4,44.08,35.49,6.16,120,Eric-Health
natlawreview.com,4,62.89,55.33,7.23,849,Eric-Health
naturalblaze.com,4,49.86,42.86,4.81,11359,Eric-Health
naturallifemagazine.com,4,54.65,45.48,5.78,1727,Eric-Health
navigatingcancer.com,4,46.21,36.49,5.23,818,Eric-Health
nephrologynews.com,4,47.49,37.04,5.72,2074,Eric-Health
nephrologynow.com,4,40.84,29.04,4.87,1006,Eric-Health
nirfriedmanlab.blogspot.com,4,32.6,92.85,3.64,29,Eric-Health
nisim.com,4,58.5,51.06,5.5,692,Eric-Health
noomii.com,4,58.49,50.12,5.86,5070,Eric-Health
northumberlandgazette.co.uk,4,53.85,44.63,5.23,2891,Eric-Health
nujournal.com,4,54.38,45.78,5.16,636,Eric-Health
nursefriendly.com,4,47.81,41.04,5.15,1877,Eric-Health
nutrex-hawaii.com,4,56.49,48.04,7.04,427,Eric-Health
nutrisystem.com,4,66.07,62.25,5.71,3614,Eric-Health
nutrition411.com,4,53.29,43.96,5.22,745,Eric-Health
nuvet.com,4,65.49,58.4,6.41,1086,Eric-Health
oldtimecandy.com,4,58.18,49.67,5.68,1546,Eric-Health
oncologypractice.com,4,46.88,38.14,4.88,76,Eric-Health
onenewspage.us,4,58.03,51.71,5.19,2729,Eric-Health
onlinecancerguide.com,4,47.49,37.18,5.51,457,Eric-Health
opsurgerycenter.com,4,26.56,15.89,4.36,9,Eric-Health
orlando.medicalnewsinc.com,4,46.37,48.91,4.76,3162,Eric-Health
orlandohealth.com,4,62.95,59.05,5.65,5083,Eric-Health
ovulation-calculator.com,4,42.5,31.75,5.09,273,Eric-Health
pacificfertilitycenter.com,4,47.28,37.27,5.44,2210,Eric-Health
paleohacks.com,4,55.84,47.15,5.28,3743,Eric-Health
pancreaticcanceraction.org,4,50.71,45.55,6.24,457,Eric-Health
pathcom.com,4,64.07,56.75,6.42,1186,Eric-Health
pathologyblawg.com,4,43.78,34.35,5.22,7084,Eric-Health
pedigreedatabase.com,4,70.58,65.54,5.93,5293,Eric-Health
pentacorelab.hu,4,34.15,21.55,5.01,620,Eric-Health
perriconemd.com,4,62.29,54.68,6.39,1666,Eric-Health
persephonemagazine.com,4,53.26,44.05,5.16,3437,Eric-Health
pharmafield.co.uk,4,46.96,42.38,4.76,329,Eric-Health
phpfox.com,4,76.32,71.24,6.78,152647,Eric-Health
physiciansregional.com,4,50.28,40.33,5.1,777,Eric-Health
pkdcharity.org.uk,4,41.45,35.04,4.62,863,Eric-Health
planetherbs.com,4,54.93,46.75,5.58,688,Eric-Health
playboard.me,4,52.66,43.66,5.34,3262,Eric-Health
postandparcel.info,4,51.27,42.7,5.94,609,Eric-Health
prenatalyogacenter.com,4,34.22,36.52,3.55,35,Eric-Health
pressreleasepoint.com,4,65.99,58.99,5.22,1729,Eric-Health
presto.com,4,55.11,46.16,5.48,786,Eric-Health
primary.pinnaclehealth.org,4,48.28,55.41,5.22,474,Eric-Health
primarycarehome.oregon.gov,4,43.15,92.57,4.3,23,Eric-Health
primarycareprogress.org,4,44.12,35.42,5.39,1616,Eric-Health
primaryhealth.com,4,37.66,25.94,5.27,49,Eric-Health
primaryissues.org,4,35.66,26.5,5.01,47,Eric-Health
privatehealth.co.uk,4,60.2,52.2,6.14,918,Eric-Health
procerin.com,4,60.24,52.11,5.64,5240,Eric-Health
productguide.skinandallergynews.com,4,37.96,40.97,4.47,0,Eric-Health
progressivehealth.org,4,29.82,22.81,4.26,14,Eric-Health
prostatecancer-riskcalculator.com,4,43.42,32.22,5.33,436,Eric-Health
psychcongress.com,4,44.45,34.14,5.32,1073,Eric-Health
qio.ipro.org,4,40.31,57.4,5.2,2,Eric-Health
qualityhealth.com,4,58.56,50.24,5,1189,Eric-Health
regionstraumapro.com,4,42.51,31.19,4.49,2554,Eric-Health
remingtonproducts.com,4,54.79,45.87,5.73,978,Eric-Health
renalbusiness.com,4,52.96,46.82,5.47,3023,Eric-Health
renewlife.com,4,58.43,50.13,5.76,880,Eric-Health
ridgedx.com,4,41.95,30.41,4.32,190,Eric-Health
riordanclinic.org,4,50.65,40.88,5.84,1204,Eric-Health
roboticoncology.com,4,49.28,40.04,5.61,1907,Eric-Health
rosemed.com,4,57.06,48.43,5.64,10522,Eric-Health
rscbayarea.com,4,43.54,38.94,5.31,270,Eric-Health
salehoo.com,4,60.86,53.3,5.94,1007,Eric-Health
saltwaterfish.com,4,50.78,41.16,5.21,228,Eric-Health
scicasts.com,4,46.87,36.45,5.59,56,Eric-Health
scienceandsensibility.org,4,57,48.31,5.66,10777,Eric-Health
sebmf.org,4,40.64,31.29,5.94,1010,Eric-Health
shh.org,4,45.22,35.85,6.11,268,Eric-Health
shirleys-wellness-cafe.com,4,61.29,55.12,5.61,2737,Eric-Health
shopcompex.com,4,51.27,41.48,6.01,6296,Eric-Health
shs.uncg.edu,4,42.25,79.36,4.48,22,Eric-Health
similarsites.com,4,66.59,59.69,5.53,7180,Eric-Health
slideworld.org,4,42.71,31.59,5.2,138,Eric-Health
smallcapnetwork.com,4,46.79,37.24,5.17,2707,Eric-Health
smoothfitness.com,4,58.88,50.81,7.05,1204,Eric-Health
socrates.ie,4,38.61,33.87,4.91,41,Eric-Health
sonyadakar.com,4,45.52,35.6,5.74,348,Eric-Health
spartanecho.org,4,27.09,14.44,3.94,27,Eric-Health
spyghana.com,4,59.21,51.04,6.15,2829,Eric-Health
stash.norml.org,4,60.55,78.32,4.82,4755,Eric-Health
stdtestexpress.com,4,51.47,44.4,6.04,350,Eric-Health
stemcellsfreak.com,4,34.41,24.94,3.83,168,Eric-Health
sthelensreporter.co.uk,4,49.72,40.46,4.84,2269,Eric-Health
stluciemed.com,4,50.09,43.87,5.34,14330,Eric-Health
stressfreestdtesting.com,4,43.54,32.61,5.55,3099,Eric-Health
successfulsoftware.net,4,54.83,46.66,5.76,2484,Eric-Health
superiorhealthplan.com,4,45.74,35.37,5.78,437,Eric-Health
surefoodsliving.com,4,49.6,41.37,4.88,2848,Eric-Health
survivingmold.com,4,52.24,42.64,5.92,4353,Eric-Health
svh.com,4,44.49,38.1,4.97,196,Eric-Health
